text,disaster,gpe,detected_gpe,response_time,query_tokens,response_tokens
BLP morning watch doing after storm damage assessments in SW Florida. hurricaneirma2017 ,damage,Florida,"BLP, doing after storm damage assessments in SW Florida, SW Florida.",6.9189,48,15
RT MyNews13 IRMA Volusia County to collect debris in unincorporated areas ,debris,Volusia County,"IRMA, VOLUSIA COUNTY, UNINCORPORATED AREAS",4.2153,50,15
MES appealed to the victims of hurricane Irma in the Caribbean news Russia ,,Russia,MES appealing to the victims of hurricane Irma in the Caribbean news Russia.,17.0347,44,14
"Sandbags donations needed due to Santa Fe River flooding. gt; High Springs Memorial Park, 17380 N. W. US Hwy 441. ",,Santa Fe,"Santa Fe, Santa Fe River, High Springs Memorial Park, 17380 N. W. US Hwy 441",6.6018,61,23
"breakingnews news List Hurricane Irma evacuation notices, shelters in Tampa Bay ",evacuation,Tampa,Breakingnews News List Hurricane Irma Evacuation Noticeshomes in Tampa Bay,6.426,44,14
Irma has killed at least 22 people and left devastation over parts of the Caribbean before hitting Florida. ,devastation,Florida,"person, part, Florida",5.4924,52,5
Irma spared some islands in Florida Keys and savaged others A reported 90 percent of homes in the Florida Key ,,"Florida,  Florida",Florida Keys,3.9471,54,2
"marsialynn86 DeplorableMe55 rmjordan2 Makada POTUS PressSec realDonaldTrump Ugh ! He was in Florida with flood victims! You know, the ones that have lost EVERYTHING! ",flood,Florida,"makada, florida",4.3747,74,4
The geeks at ioSafe are giving disaster proof storage to victims of Harvey amp; Irma who need to replace their gear. ,disaster,Harvey,"Harvey, Irma",4.6974,56,4
Life after the mudslide How thousands of displaced people in Sierra Leone are living a month on. My latest on BBC. ,displaced,Sierra Leone,Sierra Leone,3.2466,55,3
"When Harvey hit Texas, the President of Mexico offered help and support. A huge earthquake hits Mexico and our terrible President is silent ","earthquake, support","Mexico,  Mexico,  Harvey","Texas, Mexico, President",5.1623,56,5
"Irma tears off roof of an apartment building in Floridas Palm Beach County, forcing about 60 residents to evacuate ",,Palm Beach County,"Florida, Palm Beach County",4.1837,54,5
"At Least 9 People Have Died In Florida, Georgia And South Carolina Due To Irma USRC ",Died,"South Carolina,  Florida","Florida, Georgia, South Carolina",3.7198,50,6
Wetland conservation prevented more than 620 million of direct flood damage in Hurricane Sandy. I wrote about it ,"damage, flood",Sandy,"""Wetland Conservation, Hurricane Sandy""",4.0523,53,8
At least 14 killed as Hurricane Irma smashes through string of Caribbean islands on its way to Florida ,,Florida,"Isolaña (Cayenne Island), Caribbean Islands, and Florida",3.3148,51,14
"Florida Power amp; Light is 4.1 million homes to suffer power outages from Irma, calling it unprecedented for us and probably any utility. ",,Florida,"Florida, Power amp; Light",5.6501,61,6
BREAKING At least 5 people are dead at the Rehabilitation Center nursing home in Hollywood FL after air cond. outage following Irma. ,,Hollywood,"Hollywood FL, Rehabilitation Center nursing home",5.7495,57,8
Live in an area affected by hurricanes Harvey or Irma? Make sure your food amp; water are safe to eat amp; drink. ,,Harvey,"area, harry, irma, harry amp; irma",5.4296,57,14
"SalvationArmy expands HurricaneIrma relief in Florida Keys; Field Kitchen 10, 00 meals a day capacity to Marathon ",relief,Florida,"Florida Keys, Field Kitchen (10, 00 meals a day), marathon",6.0568,56,15
Hurricane Irma path devastation in Caribbean as Florida orders evacuations live ,devastation,Florida,"Florida, Caribbean",3.8593,44,3
"But I live in Key Largo affected by Hurricane Irma. If anyone wants to help donate or share this, Id be grateful ",,Largo,"Key Largo, Florida",8.3632,56,5
WATCH These are the 90 members of Congress playing politics w critical relief funding for victims of Harvey amp; Irma. ,relief,Harvey,"中国, 美国",2.9431,54,6
"Dear Mr. President and Cabinet members, thank you for your tireless work on Irma and Harvey relief. God Bless you. We are with you 100 ",relief,Harvey,"Irana, Harvey",4.719,62,4
politics media news Hurricane Irma damage prevents Florida residents returning Al Jazeera English ,damage,Florida,Florida,4.6664,45,1
Some of us Americans are praying for Mexico. earthquake amp; Hurricanes Im sorry Mexico for our countries non actions of helping you. ,earthquake,"Mexico,  Mexico","Mexico, U.S.",11.297,56,5
Miami Shelters Homeless Against Their Will as Irma Closes In VOANews ,Homeless,Miami,"Miami, Miami Shelters, Homeless Against Their Will",11.2263,47,11
Mudslide in Bong Mines Leaves China Union Ore Plant Damaged ,,"Union,  China","Bong Mines, Ore Plant",4.8845,45,6
Charleston firefighters carry injured veteran to safety during Irma ,,Charleston,Charleston,4.3668,41,2
. pbyrond on Periscope Irma Impact Hollywood Beach Florida! High Winds Flooding IrmaHurricane2017 HurricaneIr ,Impact,"Florida,  Hollywood","Florida, Hollywood Beach, Irma",4.6747,57,6
"Savannah, Charleston areas prolonged onshore wind surge is starting 2come NOW next svrl hours! ! Blue line measured, purple predicted irma ",,"Charleston,  Savannah","Savannah, Charleston",3.9394,62,5
Flash Flood Warning for Riverside County until 7 30pm Wednesday. RivWx CAWX ,"Warning, Flood",Riverside County,"Riverside County, RivWx CAWX",3.0797,50,10
Remember during Irma clean up efforts Young children and babies may need more fluids than normal daily intake to stay hydrated. ,efforts,,Irma,3.9448,53,2
"Irma s damages in Cuba, like in many of the countries through which it passed, are incalculable. SocietyOnCuba ",,Cuba,"Cuba, many, SocietyOnCuba",6.2284,59,9
Orange juice prices may go up after Hurricane Irma destroyed at least 60 of this years orange crop ,destroyed,,Florida,3.5931,50,1
"Miami Dade amp; Monroe County friends, the Miami Dade County Fairgrounds has a PET FRIENDLY SHELTER. fyi hurricaneirma ",SHELTER,"Dade County,  Miami,  Monroe County,  Miami","Miami Dade County, Monroe County",6.8159,60,7
WWE Smackdown Result Kevin Owens has a rude surprise for Vince McMahon after shock announcement news Sport ,,,"WWE, Kevin Owens, Vince McMahon, Sport",7.8214,51,10
"CNN s Derek Van Dam reports from Miami Beach, Florida, on the damage caused by HurricaneIrma ",damage,"Florida,  Miami Beach","Miami Beach, Florida",6.2658,51,4
RT mariajpsl Temporary housing opens up in Immokalee for those displaced by Hurricane Irma ndn ,displaced,Immokalee,"immokerups, immokalee",3.5668,54,8
". JeffFlock surprised his mom in Englewood, FL and assessed the damage from Irma together. ",damage,Englewood,"Englewood, FL",4.5088,52,5
See how quickly the water receded in Charleston after Irmas flooding rains. ,,Charleston,"Chastain, Irma, Charleston",3.1064,46,7
"St Barts, St Martin Damage From Irma Estimated at 1.2 Billion Euros NDTV News Latest Latest ",Damage,Martin,"St Barts, St Martin, NDTV News",6.0179,53,10
Reporters who covered both Harvey and Irma from the eye of the storm compare their damage storystream ,damage,Harvey,"Harvey, Irma, storm, storage",3.9915,51,8
Damage on Brickell Ave in miami hurricaneirma weather CBSMiami ,Damage,miami,"Miami, Brickell Ave",3.8487,44,5
10 injured in Italy caused by a Volcano eruption ,"eruption, Volcano",Italy,"Italy, volcano",3.4101,41,3
"BREAKING man killed after limb fell on him while he was cleaning up debris on south Hampton street in Abbeville Co, SC. irma ",debris,Hampton,"South Hampton Street in Abbeville Co, SC, and Abbeville County, SC.",5.4649,60,19
"H E B sending water, more supplies to Florida in Hurricane Irma aftermath ",aftermath,Florida,"Hartley-Elburt, Florida, Hurricane Irma after",5.4748,45,13
Donate to help bring relief to victims of Irma amp; Harvey Hurricanes. irma harvey hurricanerelief ,relief,"harvey,  Harvey","Vikki, Hampden, Vikki",3.7853,55,8
Nearly 6 million people in Florida are cut off from power due to HurricaneIrma. Find out how you can help . ,,Florida,Florida,5.0524,56,1
Incredible. J. J. Watts Houston Flood Relief Fund has raised 27 million; lets raise more OnMilwaukee ,"Relief, Flood",Houston,"Houston, Milwaukee",3.5982,55,3
Hurricane Irma Cuba faces period of darkness and rebuilding Hurricane Irma destroyed ,destroyed,Cuba,"Cuba, Cuba",3.7298,44,4
"Naples FL Irma Update the RMI River Relief Team amp; Feed the Hungry were in Naples with relief before FEMA amp; Red Cross, Body of Christ on it! ","relief, Relief","Naples,  Naples","Naples, FMA, RMI, Body of Christ, FL",4.835,67,15
California on fire Texas flooded with water Idaho having an earthquake Florida having hurricane wind We need Aang to save us ,"earthquake, fire","Florida,  Idaho,  California",California Texas Idaho Florida,4.1331,53,4
Barbuda Destroyed by Irma St. Martin amp; Anguilla Over 90 buildings damaged or destroyed All now again under a Hurricane Watch Maria ,"destroyed, Destroyed",Martin,"Barbuda, St. Martin, Anguilla, Amanaia, Maria",8.2522,61,17
Rescue operations and damage assessment continue after Hurricane Irma struck Florida and the Caribbean Islands. ,"damage, Rescue",Florida,"Florida, the Caribbean Islands",7.6696,48,5
Dr. David Marcozzi from the UMmedschool is quoted on nursing home deaths in Florida following Irma ,,Florida,"Florida, 2021",5.1198,52,5
"Prayers up to everyone in Mexico and surrounding areas affected by the quake, to all in Irmas path climate change is serious ",,Mexico,"Mexico, surrounding areas affected by the earthquake",5.7044,56,8
"Irma evacuees make overnight exodus from Augusta, those who could ",,Augusta,Irma Evacuees Augusta,3.7187,46,7
"Any families or elderly evacuating South Florida from hurricaneirma, I have an extra bedroom in Orlando with food and water you can use ",,"Orlando,  Florida","South Florida, Orlando",3.5309,57,4
"Miami Heat, Golden State Warriors, and FedEx team up to relocate 100 shelter pets after Hurricane Irma dubs ",shelter,"Golden,  Miami","Miami Heat, Golden State Warriors, and the FedEx team up to relocate 100 shelter pets after Hurricane Irma",5.4052,53,21
"Nigeria 2baba Brings Succour to Benue Flood Victims, Donates Food, Plans Fundraising Concert Africa news ",Flood,Nigeria,"Nigeria, Benue floods victims, Fundraising, Africa news",6.7376,57,13
"Bitso, a cryptocurrency exchange in Mexico, has continues its campaign to aid the victims of the recent earthqu ",,Mexico,Mexico,3.9238,52,1
Water and gas shortages are common before and after hurricanes but have been worsened by Harvey. Now Irma looms ,,Harvey,water and gas shortages are common before and after hurricanes but have been worsened by harry. now irma looms,5.8733,53,24
Reporters who covered both Harvey and Irma compare their damage via slate ,damage,Harvey,"Irma, Florida",14.3627,44,4
"Israels volunteer emergency medical services UnitedHatzalah joined US forces in Florida, helping the people affected by HurricaneIrma ",emergency,Florida,"Ustahzah, Florida",5.4139,56,7
My deepest thanks to all those who have and are helping to restore Florida and other States affected by Hurricane Irma amp; Harvey. heros ,,"Harvey,  Florida","Florida, other States, Harvey",4.4291,58,6
Breaking News First look at a shipment of thoughts n prayers arriving in Florida. HurricaneIrma Irma ,thoughts,Florida,Florida,5.7344,50,1
"RT UnivisionNews Where eye of Hurricane Irma passed, scenes of destruction in the Florida Keys ",,Florida,"Where eye of Hurricane Irma passed, scenes of destruction in the Florida Keys, The hurricane touched down on the Analytics region, people gathered to celebrate the 100th anniversary of the Revolution",5.7221,49,36
"Hurricane Irma Where to get food, water in Collier on Friday FL Naples CollierCounty Florida IrmaRelief ",,"Florida,  Naples","Collier, Naples, Florida",8.8174,54,6
Now Hiring for Hurricane Irma Relief! Alpha1 Staffing Search Firm Awarded Florida s Disaster Supplemental Nutrition ,"Disaster, Search, Relief",Florida,Florida,4.2785,52,1
Clinton Foundation received millions of dollars in donations for the Haiti earthquake yet has done almost absolutely nothing. Do not donate. ,earthquake,"Haiti,  Clinton","Clinton Foundation, Haiti",5.2253,54,4
"Deaths in the entertainment world, more on Lois amp; an update on Irma! North Little Rock, ",,Little Rock,"North Little Rock, Lois, Ampl, Irma",13.0456,51,9
Calling all nurses! Florida is in desperate need in assistance. Irma ,assistance,Florida,"Florida, Irma",34.6882,44,3
"Mid September Fishing Report Hurricane Irma did a massive amount of damage to a large portion of Florida but, ","damage, massive",Florida,Florida,9.3546,51,1
Devastation left by nuclear HurricaneIrma 14 dead and some islands completely destroyed as it heads towards Florida CapitalReports ,"destroyed, Devastation",Florida,"The locations identified in the sentence are:, - **Irrana**: The city from which the hurricane originated., - **Florida Capital**: The destination where the hurricane is heading., These are the specific places mentioned beyond actions or incidents.",42.1513,55,46
The Florida sheriff who taunted criminals seeking shelter from Hurricane Irma is being sued. ,shelter,Florida,Florida,3.5962,47,1
RT VerizonNews Verizon is offering data relief for customers in Florida IrmaHurricane2017 ,relief,Florida,"Florida, (customers), IrmaHurricane2017",11.2651,48,10
One way to avoid persistent storm damage in Vermont? Knock down flood prone homes ,"flood, damage",Vermont,"Vermont, flood prone homes",3.0219,46,7
RT NAIDW AMS Opens Camping Facilities For Hurricane Irma Evacuees News Archive Media Atlanta Motor Speedway ,,Atlanta,"Atlanta, Motor Speedway, Media",4.3986,52,6
Hurricane Irma Damage in Tarpon Springs StormHour PaulFox13 JimWeberFOX FOX13News ,Damage,Tarpon Springs,"Tarpon Springs, Paul Fox 13 James Weber FOX FOX 13 News",5.8451,51,15
Hurricane Irma Red Cross Assesses Damage In Metro Atlanta ,Damage,Atlanta,"Red Cross, Metro Atlanta",3.0524,42,5
. NationalGuard is helping distribute resources to damaged areas throughout Florida after HurricaneIrma MyNews13 ,,Florida,Florida,2.0499,50,1
Florida men rescue dolphin washed in by Irma ,rescue,Florida,"Florida,dolphin",5.8599,39,4
"Residents now allowed back to FloridaKeys. Israel search, rescue teams back on standby status. Irma IrmaRecovery Israel UnitedHatzalah ","rescue, search","Israel,  Israel","FloridaKeys,Islain,Islain Standby Status,Irma Reversal Recovery - Israel - United,Hatzalah",5.1203,58,25
Hurricane Irma kills 8 as it roars toward Florida Sep 7 4 38 AM ET ,,Florida,Florida,4.6145,52,1
Hold the fuck up. The president of Mexico went radio silent for 3 days? Doubt it buddy. What about the other 4 days since the quake? ,,Mexico,Mexico,6.1993,64,1
"When Mexico was hit by an earthquake, these Central American migrants came to the rescue. ","rescue, earthquake",Mexico,"Mexico, Mexico City, Central American migrants",4.9679,48,8
Largest earthquake in decades near Virginia West Virginia border strikes wcyb ,earthquake,"Virginia,  Virginia","near Virginia-West Virginia border, 25490, Wilson County, West Virginia",4.9648,45,15
North Carolina has been waiting for Matthew relief funds for a year. Now Harvey and Irma have put funds on hold ,relief,"Harvey,  North Carolina","North Carolina, Any local areas",5.1982,53,6
"8 people now confirmed dead at Florida nursing home without AC after irma, medical examiner confirms ",,Florida,"Florida, Florida Nursing Home",3.114,49,5
"Hurricane Irma makes landfall in Florida Keys, at least 3 dead in the state ",,Florida,"Florida Keys, United States",5.2522,49,5
Mandatory evacuation now on for those in Santa Fe River flood plain MANDATORY EVACUATION Water levels of the San ,"EVACUATION, flood, evacuation",Santa Fe,Santa Fe,7.8591,56,2
"In Cuba, gusts from Hurricane Irma were so strong the instrument used to measure wind was destroyed. ","destroyed, strong",Cuba,"""Cuba,Hurricane Irma""",3.2774,51,7
"The over 110, 000 residents displaced in 24 communities of Benue State Nigeria by flood needs urgent intervention of the govts and everybody ","flood, displaced","Nigeria,  Benue State","Benue State Nigeria, Each of the 24 communities",4.9308,60,11
Leaked image of Florida evacuation during Hurricane Irma ,evacuation,Florida,"Florida,Hurricane Irma",6.3358,40,5
Great talk DenisCarriere on Nepal earthquake humanitarian relief efforts HOTSummit ,"efforts, relief, earthquake",Nepal,"DenisCarrier', Nepal, POT",3.5849,45,7
Irma death toll in US climbs to 12 as power is restored to over 2 million Florida customers ,,Florida,"US, Florida",3.2043,52,3
Mobile home residents fear they will be the forgotten victims of Hurricane Irma ,fear,,United States,6.4226,44,2
"BREAKING HurricaneIrma Forces 850, 000 Florida Residents to Evacuate RedNationRising PrayForFlorida ",,Florida,"Florida, United States",5.9734,56,4
Latest on Hurricane Irma death toll climbs to 14 expected to hit Florida as Category 4 on Sunday ,,Florida,"Hur ant Irma, death toll, Florida",3.8224,51,8
The Flood Warning has been extended for the following rivers in Florida Hillsborough River Near Hillsborough ,"Warning, Flood","Hillsborough,  Hillsborough,  Florida","Florida, Hillsborough",7.454,49,4
POTUS surveys damage caused by Hurricane Irma in Naples We love the people of Florida ,damage,"Florida,  Naples","Naples, Florida",4.8516,48,5
"Pray for the safety of all residents of Florida and surrounding areas, Puerto Rico amp; others. And continued prayers for Texas and Louisiana. ",Pray,Florida,"Florida, Puerto Rico, Texas, Louisiana",5.282,59,8
Yikes. Those are gusts of 140 knots in South Florida. That translates to 150 160 MPH. Not good. That would level many buildings. Irma FLwx ,,Florida,"South Florida, Caribbean",7.4446,67,4
"Hurricane IRMA MANDATORY EVACUATION According to the son, the residents of all barrier islands and mobile homes ",EVACUATION,,"barrier islands, mobile homes",6.4116,56,6
Councilmember Jared Brossett Partners with Adams amp; Reese Law Firm and TCI to Help Houston Flood Victims harvey ,Flood,"harvey,  Houston","Adams & Reese Law Firm, T.C.I., Houston",5.0763,54,12
Do you have advice for repairing flood damage? Please share for the ppl of Houston amp; elsewhere via Houzz ,"damage, flood",Houston,"Houston, 164",5.4652,53,4
Irmas US death toll rises to 10 as hurricane tears down homes in South Carolina ,,South Carolina,"Irmas, South Carolina",5.4667,48,5
"Unfortunately, many dogs cats displaced by hurricanes Harvey Irma may have HW. Heres what adopters should know. ",displaced,Harvey,"**dog**, **cat**, **world**, **uk**, **nz**",9.0564,53,15
Hurricane Irma damage prevents Florida ClipTrends VideoTrends News 5578096226001 Al Jazeera Blackout ,damage,Florida,"Florida,ClipTrends,VideoTrends,News",4.0341,54,11
Miami Beach Commissioner Ricky Arriola leads Runners in Hurricane Irma donations ,,Miami Beach,"Miami Beach, Commissioner Ricky Arriola, Runners",3.1654,45,11
"Nearly 40 million people across Bangladesh, India and Nepal are estimated to have been affected in the annual floods ",,"Nepal,  India,  Bangladesh","Here are the locations mentioned in the sentence: Bangladesh, India, Nepal.",4.2281,52,15
Orlando Magic Continue to Assist in Aftermath of Hurricane Irma MagicNation ,Aftermath,Orlando,"Orlando, New York City",4.3064,45,6
"BREAKING Officials raise death toll to 12 in Florida, up from seven, bringing total from Irma to 55. ",,Florida,"Florida, Irma, Breaking Officials.",3.1896,55,7
RT 2HawkEye2017 Two South Florida nuclear power plants lie in Irma s path. Are they ready? ,,Florida,"South Florida, Irma",5.6021,55,4
Please support those affected by both Hurricanes Harvey and Irma by donating through this link Please RT. ,support,Harvey,"Harvey, Irma",3.8739,49,4
8 die at Florida nursing home in Irma s sweltering aftermath ,aftermath,Florida,"Florida, Florida Nursing Home, Irma",6.052,44,7
kmvck yall asses gone keep playing until norfolk is in the middle of a damn tsunami ,tsunami,,norfolk,3.407,51,2
The City of Miramar has CANCELLED the Hispanic Heritage Festival scheduled today due to Hurricane Irma relief efforts. ,"efforts, relief",Miramar,"The City of Miramar, the Hispanic Heritage Festival, Hurricane Irma",7.6954,53,13
Hurricane Irma evacuees baby born in Birmingham ,,Birmingham,"Hurricane Irma, Birmingham",4.4095,41,5
Whiskies of the World Houston rescheduled with 50 of ticket sales to assist in Houston s flood relief. ,"relief, flood","Houston,  Houston","Whiskies of the World, Houston",4.9146,54,8
Hurricane Irma Florida Areas Near Lake Okeechobee Ordered To Evacuate ,,Florida,"Hurricane Irma, Florida, Lake Okeechobee",7.5085,48,12
"Our flood extent maps for Tampa Florida area after HurricaneIrma detect 7000 ha 17, 300 acres affected ",flood,"Florida,  Tampa","Tampa Florida, 7000 ha, 300 acres",3.886,55,12
Hurricane Irma Duval County evacuation zones ,evacuation,Duval County,"Hurricane Irma, Duval County evacuation zones",3.8796,39,9
"RT SaveUKNews PRESS RELEASE Millions of children in Haiti amp; Dom Rep at risk due to Hurricane Irma. Spox in Dom Rep, Haiti amp; UK ",,"Haiti,  Haiti","Haiti, Dom Rep, UK",4.8983,63,8
RT FLGovScott This morning I ll be on the TODAYshow around 7am discussing Florida s efforts to prepare for Cat. 5 Hurricane Irma. ,efforts,Florida,FL Gov Scott,5.858,62,3
Hurricane Irma Quarter of Florida Keys homes destroyed BBC News ,destroyed,Florida,"Florida, Florida Keys",3.2429,42,4
FinanceCanada The GoC is sailing into a tsunami of bad fiscal policy and its beacon is built of rhetoric and out of touch civil servants at Finance. ,tsunami,nan,"FinanceCanada, GoC",4.926,61,5
Our office sustained some damage amp; power phone lines are down as a result of Irma please bear with us as we get back on our feet. ,damage,nan,country,5.44,60,1
Rubio staff hosts Irma Recovery Assistance Centers across Florida IrmaRecovery ,Assistance,Florida,"Florida, IrmaRecovery",3.4815,44,5
Recovery efforts pick up in Mexico after an 8.1 magnitude earthquake killed at least 96 people. ,"earthquake, magnitude, efforts",Mexico,Mexico,4.2341,53,1
"Earthquake In China s Sichuan Province Kills At Least 19, Injures 247 ",Earthquake,China,"China, Sichuan Province",5.2004,51,6
A look at the conditions in Cuba from HurricaneIrma. ,,Cuba,"Cuba, Hurricane, Cuba",4.9062,43,6
Lightning sparks fires in Mendocino National Forest Tuesday. ,,nan,Mendocino National Forest,5.2973,43,6
45 tweets immediately after a terror bomb in UK BUT waits 6 days to even talk about quake in Mexico! Think about that! ! ! ,,"Mexico,  UK","UK, Mexico",4.4161,59,3
